condition,strategy,n,loophole_prior,replicates,selected_true_utility_mean,selected_true_utility_stderr,selected_execution_success_mean,selected_semantic_bad_mean,selected_loophole_mean,selected_proxy_true_gap_mean,pool_checker_pass_rate_mean,pool_execution_success_rate_mean,pool_valid_semantic_bad_rate_mean
budget,adversarial_gate,1,,96,35.66770833333333,3.783864488989314,0.2604166666666667,0.5416666666666666,0.28125,28.891206337089244,0.8020833333333334,0.2604166666666667,0.5416666666666666
budget,adversarial_gate,2,,96,58.03854166666667,3.0765754663944653,0.5,0.4479166666666667,0.16666666666666666,15.771433070584031,0.8125,0.3385416666666667,0.5520833333333334
budget,adversarial_gate,4,,96,70.14895833333333,2.323248252924893,0.6979166666666666,0.3020833333333333,0.125,3.693935432992646,0.8098958333333334,0.3333333333333333,0.603298611111111
budget,adversarial_gate,8,,96,78.02916666666665,1.5809112938447394,0.84375,0.15625,0.020833333333333332,-9.60868837858577,0.796875,0.2994791666666667,0.6319940476190476
budget,adversarial_gate,16,,96,82.93333333333332,0.8200698871944029,0.9583333333333334,0.041666666666666664,0.0,-16.93677311430212,0.7936197916666666,0.2819010416666667,0.6474625923844674
budget,adversarial_gate,32,,96,84.18333333333332,0.41666666666666663,0.9895833333333334,0.010416666666666666,0.0,-18.593056007049597,0.7945963541666666,0.2939453125,0.6308640067889203
budget,adversarial_gate,64,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-19.077910359628326,0.7950846354166666,0.2911783854166667,0.634177599469193
budget,adversarial_gate,128,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-18.965739581845863,0.7932942708333334,0.2976888020833333,0.6248480173934758
budget,adversarial_gate,256,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-18.881993673063114,0.7930908203125,0.3017171223958333,0.619398374471901
budget,adversarial_gate,512,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-18.796056305263857,0.791259765625,0.3011067708333333,0.6193431864305503
budget,calibrated_boundary,1,,96,35.66770833333333,3.783864488989314,0.2604166666666667,0.5416666666666666,0.28125,28.891206337089244,0.8020833333333334,0.2604166666666667,0.5416666666666666
budget,calibrated_boundary,2,,96,60.026041666666664,3.02456472321126,0.53125,0.4166666666666667,0.13541666666666666,13.014494705402283,0.8125,0.3385416666666667,0.5520833333333334
budget,calibrated_boundary,4,,96,72.13645833333332,2.138558458458614,0.7291666666666666,0.2708333333333333,0.09375,0.9439234126718064,0.8098958333333334,0.3333333333333333,0.603298611111111
budget,calibrated_boundary,8,,96,78.02916666666665,1.5809112938447394,0.84375,0.15625,0.020833333333333332,-9.60868837858577,0.796875,0.2994791666666667,0.6319940476190476
budget,calibrated_boundary,16,,96,82.93333333333332,0.8200698871944029,0.9583333333333334,0.041666666666666664,0.0,-16.93677311430212,0.7936197916666666,0.2819010416666667,0.6474625923844674
budget,calibrated_boundary,32,,96,84.18333333333332,0.41666666666666663,0.9895833333333334,0.010416666666666666,0.0,-18.593056007049597,0.7945963541666666,0.2939453125,0.6308640067889203
budget,calibrated_boundary,64,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-19.077910359628326,0.7950846354166666,0.2911783854166667,0.634177599469193
budget,calibrated_boundary,128,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-18.965739581845863,0.7932942708333334,0.2976888020833333,0.6248480173934758
budget,calibrated_boundary,256,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-18.881993673063114,0.7930908203125,0.3017171223958333,0.619398374471901
budget,calibrated_boundary,512,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-18.796056305263857,0.791259765625,0.3011067708333333,0.6193431864305503
budget,language_prior,1,,96,35.66770833333333,3.783864488989314,0.2604166666666667,0.5416666666666666,0.28125,28.891206337089244,0.8020833333333334,0.2604166666666667,0.5416666666666666
budget,language_prior,2,,96,39.963541666666664,2.855526390082118,0.21875,0.7291666666666666,0.46875,48.553720277213586,0.8125,0.3385416666666667,0.5520833333333334
budget,language_prior,4,,96,30.984375,1.5039074312196319,0.03125,0.96875,0.6875,72.67489997438906,0.8098958333333334,0.3333333333333333,0.603298611111111
budget,language_prior,8,,96,23.758333333333336,1.058327116986855,0.0,1.0,0.8541666666666666,89.5720405326985,0.796875,0.2994791666666667,0.6319940476190476
budget,language_prior,16,,96,18.021875,0.5887229770402848,0.0,1.0,0.9791666666666666,104.14395972690362,0.7936197916666666,0.2819010416666667,0.6474625923844674
budget,language_prior,32,,96,16.592708333333334,0.3031965837584221,0.0,1.0,1.0,107.83075739882516,0.7945963541666666,0.2939453125,0.6308640067889203
budget,language_prior,64,,96,16.038541666666667,0.13854166666666673,0.0,1.0,1.0,109.38015787783867,0.7950846354166666,0.2911783854166667,0.634177599469193
budget,language_prior,128,,96,15.9,3.645007325606124e-16,0.0,1.0,1.0,109.81474103817199,0.7932942708333334,0.2976888020833333,0.6248480173934758
budget,language_prior,256,,96,15.9,3.645007325606124e-16,0.0,1.0,1.0,109.91644318929919,0.7930908203125,0.3017171223958333,0.619398374471901
budget,language_prior,512,,96,15.9,3.645007325606124e-16,0.0,1.0,1.0,110.00219787366802,0.791259765625,0.3011067708333333,0.6193431864305503
budget,random_valid,1,,96,35.66770833333333,3.783864488989314,0.2604166666666667,0.5416666666666666,0.28125,28.891206337089244,0.8020833333333334,0.2604166666666667,0.5416666666666666
budget,random_valid,2,,96,50.69895833333333,3.1206423985785823,0.3854166666666667,0.5625,0.2916666666666667,29.641596028759167,0.8125,0.3385416666666667,0.5520833333333334
budget,random_valid,4,,96,55.449999999999996,2.5799624300270105,0.40625,0.59375,0.2708333333333333,30.852312336474835,0.8098958333333334,0.3333333333333333,0.603298611111111
budget,random_valid,8,,96,50.4,2.6626572105798054,0.34375,0.65625,0.40625,39.31894742493463,0.796875,0.2994791666666667,0.6319940476190476
budget,random_valid,16,,96,47.762499999999996,2.6129536666452946,0.2916666666666667,0.7083333333333334,0.3854166666666667,44.08390590136244,0.7936197916666666,0.2819010416666667,0.6474625923844674
budget,random_valid,32,,96,55.979166666666664,2.665610639311255,0.4270833333333333,0.5729166666666666,0.2708333333333333,29.229994776214614,0.7945963541666666,0.2939453125,0.6308640067889203
budget,random_valid,64,,96,52.76458333333333,2.6056222861674545,0.3645833333333333,0.6354166666666666,0.3125,35.599148286957764,0.7950846354166666,0.2911783854166667,0.634177599469193
budget,random_valid,128,,96,49.074999999999996,2.501623595594487,0.2916666666666667,0.7083333333333334,0.3541666666666667,40.82824163061738,0.7932942708333334,0.2976888020833333,0.6248480173934758
budget,random_valid,256,,96,54.14479166666666,2.709012277837248,0.40625,0.59375,0.3125,34.60102384938491,0.7930908203125,0.3017171223958333,0.619398374471901
budget,random_valid,512,,96,50.278124999999996,2.641173318447909,0.3333333333333333,0.6666666666666666,0.375,38.92347428424581,0.791259765625,0.3011067708333333,0.6193431864305503
budget,simulator_proxy,1,,96,35.66770833333333,3.783864488989314,0.2604166666666667,0.5416666666666666,0.28125,28.891206337089244,0.8020833333333334,0.2604166666666667,0.5416666666666666
budget,simulator_proxy,2,,96,40.403124999999996,2.927264250745938,0.23958333333333334,0.7083333333333334,0.4895833333333333,49.33938908462915,0.8125,0.3385416666666667,0.5520833333333334
budget,simulator_proxy,4,,96,33.26354166666667,2.0877221069946925,0.11458333333333333,0.8854166666666666,0.7395833333333334,72.38442193787971,0.8098958333333334,0.3333333333333333,0.603298611111111
budget,simulator_proxy,8,,96,24.292708333333334,1.5828010957646115,0.052083333333333336,0.9479166666666666,0.9270833333333334,90.90866957491566,0.796875,0.2994791666666667,0.6319940476190476
budget,simulator_proxy,16,,96,17.413541666666667,0.41105507109504585,0.0,1.0,1.0,105.11887735712452,0.7936197916666666,0.2819010416666667,0.6474625923844674
budget,simulator_proxy,32,,96,16.525000000000002,0.2735608274512077,0.0,1.0,1.0,107.76520430926722,0.7945963541666666,0.2939453125,0.6308640067889203
budget,simulator_proxy,64,,96,16.025000000000002,0.12499999999999997,0.0,1.0,1.0,109.36645978096982,0.7950846354166666,0.2911783854166667,0.634177599469193
budget,simulator_proxy,128,,96,15.9,3.645007325606124e-16,0.0,1.0,1.0,109.81474103817199,0.7932942708333334,0.2976888020833333,0.6248480173934758
budget,simulator_proxy,256,,96,15.9,3.645007325606124e-16,0.0,1.0,1.0,109.91644318929919,0.7930908203125,0.3017171223958333,0.619398374471901
budget,simulator_proxy,512,,96,15.9,3.645007325606124e-16,0.0,1.0,1.0,110.00219787366802,0.791259765625,0.3011067708333333,0.6193431864305503
budget,symbolic_proxy,1,,96,35.66770833333333,3.783864488989314,0.2604166666666667,0.5416666666666666,0.28125,28.891206337089244,0.8020833333333334,0.2604166666666667,0.5416666666666666
budget,symbolic_proxy,2,,96,40.403124999999996,2.927264250745938,0.23958333333333334,0.7083333333333334,0.4895833333333333,49.33938908462915,0.8125,0.3385416666666667,0.5520833333333334
budget,symbolic_proxy,4,,96,33.358333333333334,2.085445420609032,0.11458333333333333,0.8854166666666666,0.7395833333333334,72.47966996455524,0.8098958333333334,0.3333333333333333,0.603298611111111
budget,symbolic_proxy,8,,96,24.441666666666666,1.5869393378413381,0.052083333333333336,0.9479166666666666,0.9270833333333334,91.05389280786888,0.796875,0.2994791666666667,0.6319940476190476
budget,symbolic_proxy,16,,96,17.535416666666666,0.444278883408485,0.0,1.0,1.0,105.2364068926293,0.7936197916666666,0.2819010416666667,0.6474625923844674
budget,symbolic_proxy,32,,96,16.592708333333334,0.3031965837584221,0.0,1.0,1.0,107.83075739882516,0.7945963541666666,0.2939453125,0.6308640067889203
budget,symbolic_proxy,64,,96,16.038541666666667,0.13854166666666673,0.0,1.0,1.0,109.38015787783867,0.7950846354166666,0.2911783854166667,0.634177599469193
budget,symbolic_proxy,128,,96,15.9,3.645007325606124e-16,0.0,1.0,1.0,109.81474103817199,0.7932942708333334,0.2976888020833333,0.6248480173934758
budget,symbolic_proxy,256,,96,15.9,3.645007325606124e-16,0.0,1.0,1.0,109.91644318929919,0.7930908203125,0.3017171223958333,0.619398374471901
budget,symbolic_proxy,512,,96,15.9,3.645007325606124e-16,0.0,1.0,1.0,110.00219787366802,0.791259765625,0.3011067708333333,0.6193431864305503
budget,uncertainty_lcb,1,,96,35.66770833333333,3.783864488989314,0.2604166666666667,0.5416666666666666,0.28125,28.891206337089244,0.8020833333333334,0.2604166666666667,0.5416666666666666
budget,uncertainty_lcb,2,,96,58.354166666666664,3.1039271660815726,0.5104166666666666,0.4375,0.15625,15.817863329867585,0.8125,0.3385416666666667,0.5520833333333334
budget,uncertainty_lcb,4,,96,70.32604166666665,2.371836417834118,0.7083333333333334,0.2916666666666667,0.11458333333333333,4.085057844399928,0.8098958333333334,0.3333333333333333,0.603298611111111
budget,uncertainty_lcb,8,,96,77.89062499999999,1.6312242994715358,0.84375,0.15625,0.020833333333333332,-9.254098860642321,0.796875,0.2994791666666667,0.6319940476190476
budget,uncertainty_lcb,16,,96,82.93333333333332,0.8200698871944029,0.9583333333333334,0.041666666666666664,0.0,-16.93677311430212,0.7936197916666666,0.2819010416666667,0.6474625923844674
budget,uncertainty_lcb,32,,96,84.18333333333332,0.41666666666666663,0.9895833333333334,0.010416666666666666,0.0,-18.593056007049597,0.7945963541666666,0.2939453125,0.6308640067889203
budget,uncertainty_lcb,64,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-19.077910359628326,0.7950846354166666,0.2911783854166667,0.634177599469193
budget,uncertainty_lcb,128,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-18.965739581845863,0.7932942708333334,0.2976888020833333,0.6248480173934758
budget,uncertainty_lcb,256,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-18.881993673063114,0.7930908203125,0.3017171223958333,0.619398374471901
budget,uncertainty_lcb,512,,96,84.6,1.4580029302424496e-15,1.0,0.0,0.0,-18.796056305263857,0.791259765625,0.3011067708333333,0.6193431864305503
loophole_prior_0.04,adversarial_gate,512,0.04,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.750177930455127,0.722900390625,0.395751953125,0.4526319322949503
loophole_prior_0.04,calibrated_boundary,512,0.04,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.750177930455127,0.722900390625,0.395751953125,0.4526319322949503
loophole_prior_0.04,simulator_proxy,512,0.04,48,15.9,0.0,0.0,1.0,1.0,109.77524485145743,0.722900390625,0.395751953125,0.4526319322949503
loophole_prior_0.04,symbolic_proxy,512,0.04,48,15.9,0.0,0.0,1.0,1.0,109.77524485145743,0.722900390625,0.395751953125,0.4526319322949503
loophole_prior_0.04,uncertainty_lcb,512,0.04,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.750177930455127,0.722900390625,0.395751953125,0.4526319322949503
loophole_prior_0.08,adversarial_gate,512,0.08,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.779176627964098,0.7352701822916666,0.3828938802083333,0.4793039000027044
loophole_prior_0.08,calibrated_boundary,512,0.08,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.779176627964098,0.7352701822916666,0.3828938802083333,0.4793039000027044
loophole_prior_0.08,simulator_proxy,512,0.08,48,15.9,0.0,0.0,1.0,1.0,109.85911161804228,0.7352701822916666,0.3828938802083333,0.4793039000027044
loophole_prior_0.08,symbolic_proxy,512,0.08,48,15.9,0.0,0.0,1.0,1.0,109.85911161804228,0.7352701822916666,0.3828938802083333,0.4793039000027044
loophole_prior_0.08,uncertainty_lcb,512,0.08,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.779176627964098,0.7352701822916666,0.3828938802083333,0.4793039000027044
loophole_prior_0.16,adversarial_gate,512,0.16,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.762617255962493,0.7640380859375,0.3494059244791667,0.5426425703421275
loophole_prior_0.16,calibrated_boundary,512,0.16,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.762617255962493,0.7640380859375,0.3494059244791667,0.5426425703421275
loophole_prior_0.16,simulator_proxy,512,0.16,48,15.9,0.0,0.0,1.0,1.0,109.94142151175207,0.7640380859375,0.3494059244791667,0.5426425703421275
loophole_prior_0.16,symbolic_proxy,512,0.16,48,15.9,0.0,0.0,1.0,1.0,109.94142151175207,0.7640380859375,0.3494059244791667,0.5426425703421275
loophole_prior_0.16,uncertainty_lcb,512,0.16,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.762617255962493,0.7640380859375,0.3494059244791667,0.5426425703421275
loophole_prior_0.28,adversarial_gate,512,0.28,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.77799272998335,0.7921142578125,0.2936604817708333,0.6292852718683656
loophole_prior_0.28,calibrated_boundary,512,0.28,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.77799272998335,0.7921142578125,0.2936604817708333,0.6292852718683656
loophole_prior_0.28,simulator_proxy,512,0.28,48,15.9,0.0,0.0,1.0,1.0,110.02095439536765,0.7921142578125,0.2936604817708333,0.6292852718683656
loophole_prior_0.28,symbolic_proxy,512,0.28,48,15.9,0.0,0.0,1.0,1.0,110.02095439536765,0.7921142578125,0.2936604817708333,0.6292852718683656
loophole_prior_0.28,uncertainty_lcb,512,0.28,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.77799272998335,0.7921142578125,0.2936604817708333,0.6292852718683656
loophole_prior_0.40,adversarial_gate,512,0.4,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.833075827618334,0.8269449869791666,0.2545572916666667,0.6922092983876293
loophole_prior_0.40,calibrated_boundary,512,0.4,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.833075827618334,0.8269449869791666,0.2545572916666667,0.6922092983876293
loophole_prior_0.40,simulator_proxy,512,0.4,48,15.9,0.0,0.0,1.0,1.0,110.09092255649453,0.8269449869791666,0.2545572916666667,0.6922092983876293
loophole_prior_0.40,symbolic_proxy,512,0.4,48,15.9,0.0,0.0,1.0,1.0,110.09092255649453,0.8269449869791666,0.2545572916666667,0.6922092983876293
loophole_prior_0.40,uncertainty_lcb,512,0.4,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.833075827618334,0.8269449869791666,0.2545572916666667,0.6922092983876293
repair_ablation,adversarial_gate,512,,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.82807915627569,0.794677734375,0.3057047526041667,0.615177353099067
repair_ablation,full_boundary_penalty,512,,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.82807915627569,0.794677734375,0.3057047526041667,0.615177353099067
repair_ablation,mark_penalty,512,,48,27.899999999999995,5.182165505526888e-16,0.0,1.0,1.0,75.20134586495789,0.794677734375,0.3057047526041667,0.615177353099067
repair_ablation,mark_shortcut_penalty,512,,48,44.6,0.0,0.0,1.0,0.0,39.03138577457488,0.794677734375,0.3057047526041667,0.615177353099067
repair_ablation,packing_penalty,512,,48,83.5,0.0,1.0,0.0,0.0,10.389013535520586,0.794677734375,0.3057047526041667,0.615177353099067
repair_ablation,shortcut_penalty,512,,48,15.9,0.0,0.0,1.0,1.0,110.01346468976618,0.794677734375,0.3057047526041667,0.615177353099067
repair_ablation,simulator_proxy,512,,48,15.9,0.0,0.0,1.0,1.0,110.01346468976618,0.794677734375,0.3057047526041667,0.615177353099067
repair_ablation,strict_boundary_proxy,512,,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.82807915627569,0.794677734375,0.3057047526041667,0.615177353099067
repair_ablation,uncertainty_lcb,512,,48,84.6,2.072866202210755e-15,1.0,0.0,0.0,-18.82807915627569,0.794677734375,0.3057047526041667,0.615177353099067
