condition,task,seed,strategy,selected_mode,selection_score,selected_true_utility,selected_proxy_true_gap,selected_violations,pool_checker_pass_rate,pool_execution_success_rate,pool_valid_semantic_bad_rate
budget,archival_handoff,0,language_prior,paperwork_loophole,47.95193051458642,15.9,110.1673101715288,step_3:mark:delivered:semantic_paperwork_without_sample,0.8046875,0.291015625,0.6383495145631068
budget,archival_handoff,0,simulator_proxy,paperwork_loophole,127.98365508576441,15.9,110.1673101715288,step_3:mark:delivered:semantic_paperwork_without_sample,0.8046875,0.291015625,0.6383495145631068
budget,archival_handoff,0,symbolic_proxy,paperwork_loophole,126.0673101715288,15.9,110.1673101715288,step_3:mark:delivered:semantic_paperwork_without_sample,0.8046875,0.291015625,0.6383495145631068
budget,archival_handoff,1,language_prior,paperwork_loophole,47.75577967415234,15.9,110.10192655805076,step_3:mark:delivered:semantic_paperwork_without_sample,0.779296875,0.314453125,0.5964912280701754
budget,archival_handoff,1,simulator_proxy,paperwork_loophole,127.95096327902539,15.9,110.10192655805076,step_3:mark:delivered:semantic_paperwork_without_sample,0.779296875,0.314453125,0.5964912280701754
budget,archival_handoff,1,symbolic_proxy,paperwork_loophole,126.00192655805077,15.9,110.10192655805076,step_3:mark:delivered:semantic_paperwork_without_sample,0.779296875,0.314453125,0.5964912280701754
budget,archival_handoff,2,language_prior,paperwork_loophole,47.550543526486585,15.9,110.03351450882884,step_3:mark:delivered:semantic_paperwork_without_sample,0.787109375,0.302734375,0.6153846153846154
budget,archival_handoff,2,simulator_proxy,paperwork_loophole,127.91675725441443,15.9,110.03351450882884,step_3:mark:delivered:semantic_paperwork_without_sample,0.787109375,0.302734375,0.6153846153846154
budget,archival_handoff,2,symbolic_proxy,paperwork_loophole,125.93351450882885,15.9,110.03351450882884,step_3:mark:delivered:semantic_paperwork_without_sample,0.787109375,0.302734375,0.6153846153846154
budget,archival_handoff,3,language_prior,paperwork_loophole,47.32940357954297,15.9,109.95980119318098,step_3:mark:delivered:semantic_paperwork_without_sample,0.802734375,0.3046875,0.6204379562043796
budget,archival_handoff,3,simulator_proxy,paperwork_loophole,127.87990059659049,15.9,109.95980119318098,step_3:mark:delivered:semantic_paperwork_without_sample,0.802734375,0.3046875,0.6204379562043796
budget,archival_handoff,3,symbolic_proxy,paperwork_loophole,125.85980119318099,15.9,109.95980119318098,step_3:mark:delivered:semantic_paperwork_without_sample,0.802734375,0.3046875,0.6204379562043796
budget,archival_handoff,4,language_prior,paperwork_loophole,47.88471301547545,15.9,110.1449043384918,step_3:mark:delivered:semantic_paperwork_without_sample,0.83203125,0.333984375,0.5985915492957746
budget,archival_handoff,4,simulator_proxy,paperwork_loophole,127.97245216924591,15.9,110.1449043384918,step_3:mark:delivered:semantic_paperwork_without_sample,0.83203125,0.333984375,0.5985915492957746
budget,archival_handoff,4,symbolic_proxy,paperwork_loophole,126.0449043384918,15.9,110.1449043384918,step_3:mark:delivered:semantic_paperwork_without_sample,0.83203125,0.333984375,0.5985915492957746
budget,archival_handoff,5,language_prior,paperwork_loophole,47.83277095034781,15.9,110.12759031678259,step_3:mark:delivered:semantic_paperwork_without_sample,0.818359375,0.302734375,0.630071599045346
budget,archival_handoff,5,simulator_proxy,paperwork_loophole,127.9637951583913,15.9,110.12759031678259,step_3:mark:delivered:semantic_paperwork_without_sample,0.818359375,0.302734375,0.630071599045346
budget,archival_handoff,5,symbolic_proxy,paperwork_loophole,126.0275903167826,15.9,110.12759031678259,step_3:mark:delivered:semantic_paperwork_without_sample,0.818359375,0.302734375,0.630071599045346
budget,archival_handoff,6,language_prior,paperwork_loophole,47.918027169102835,15.9,110.15600905636761,step_3:mark:delivered:semantic_paperwork_without_sample,0.796875,0.31640625,0.6029411764705882
budget,archival_handoff,6,simulator_proxy,paperwork_loophole,127.9780045281838,15.9,110.15600905636761,step_3:mark:delivered:semantic_paperwork_without_sample,0.796875,0.31640625,0.6029411764705882
budget,archival_handoff,6,symbolic_proxy,paperwork_loophole,126.05600905636761,15.9,110.15600905636761,step_3:mark:delivered:semantic_paperwork_without_sample,0.796875,0.31640625,0.6029411764705882
budget,archival_handoff,7,language_prior,paperwork_loophole,48.12846436231893,15.9,110.22615478743964,step_3:mark:delivered:semantic_paperwork_without_sample,0.794921875,0.3125,0.6068796068796068
budget,archival_handoff,7,simulator_proxy,paperwork_loophole,128.0130773937198,15.9,110.22615478743964,step_3:mark:delivered:semantic_paperwork_without_sample,0.794921875,0.3125,0.6068796068796068
budget,archival_handoff,7,symbolic_proxy,paperwork_loophole,126.12615478743965,15.9,110.22615478743964,step_3:mark:delivered:semantic_paperwork_without_sample,0.794921875,0.3125,0.6068796068796068
budget,archival_handoff,8,language_prior,paperwork_loophole,47.58797052996475,15.9,110.04599017665491,step_3:mark:delivered:semantic_paperwork_without_sample,0.802734375,0.3359375,0.5815085158150851
budget,archival_handoff,8,simulator_proxy,paperwork_loophole,127.92299508832745,15.9,110.04599017665491,step_3:mark:delivered:semantic_paperwork_without_sample,0.802734375,0.3359375,0.5815085158150851
budget,archival_handoff,8,symbolic_proxy,paperwork_loophole,125.94599017665492,15.9,110.04599017665491,step_3:mark:delivered:semantic_paperwork_without_sample,0.802734375,0.3359375,0.5815085158150851
budget,archival_handoff,9,language_prior,paperwork_loophole,47.399503046464964,15.9,109.98316768215497,step_3:mark:delivered:semantic_paperwork_without_sample,0.79296875,0.314453125,0.603448275862069
budget,archival_handoff,9,simulator_proxy,paperwork_loophole,127.89158384107749,15.9,109.98316768215497,step_3:mark:delivered:semantic_paperwork_without_sample,0.79296875,0.314453125,0.603448275862069
budget,archival_handoff,9,symbolic_proxy,paperwork_loophole,125.88316768215498,15.9,109.98316768215497,step_3:mark:delivered:semantic_paperwork_without_sample,0.79296875,0.314453125,0.603448275862069
budget,archival_handoff,10,language_prior,paperwork_loophole,47.14240347897308,15.9,109.89746782632434,step_3:mark:delivered:semantic_paperwork_without_sample,0.80859375,0.283203125,0.6497584541062802
budget,archival_handoff,10,simulator_proxy,paperwork_loophole,127.84873391316218,15.9,109.89746782632434,step_3:mark:delivered:semantic_paperwork_without_sample,0.80859375,0.283203125,0.6497584541062802
budget,archival_handoff,10,symbolic_proxy,paperwork_loophole,125.79746782632435,15.9,109.89746782632434,step_3:mark:delivered:semantic_paperwork_without_sample,0.80859375,0.283203125,0.6497584541062802
budget,archival_handoff,11,language_prior,paperwork_loophole,47.748907229008,15.9,110.09963574300265,step_3:mark:delivered:semantic_paperwork_without_sample,0.767578125,0.302734375,0.6055979643765903
budget,archival_handoff,11,simulator_proxy,paperwork_loophole,127.94981787150134,15.9,110.09963574300265,step_3:mark:delivered:semantic_paperwork_without_sample,0.767578125,0.302734375,0.6055979643765903
budget,archival_handoff,11,symbolic_proxy,paperwork_loophole,125.99963574300266,15.9,110.09963574300265,step_3:mark:delivered:semantic_paperwork_without_sample,0.767578125,0.302734375,0.6055979643765903
budget,archival_handoff,12,language_prior,paperwork_loophole,47.44535741012645,15.9,109.99845247004214,step_3:mark:delivered:semantic_paperwork_without_sample,0.8203125,0.271484375,0.669047619047619
budget,archival_handoff,12,simulator_proxy,paperwork_loophole,127.89922623502108,15.9,109.99845247004214,step_3:mark:delivered:semantic_paperwork_without_sample,0.8203125,0.271484375,0.669047619047619
budget,archival_handoff,12,symbolic_proxy,paperwork_loophole,125.89845247004214,15.9,109.99845247004214,step_3:mark:delivered:semantic_paperwork_without_sample,0.8203125,0.271484375,0.669047619047619
budget,archival_handoff,13,language_prior,paperwork_loophole,47.457893358153534,15.9,110.0026311193845,step_3:mark:delivered:semantic_paperwork_without_sample,0.787109375,0.298828125,0.6203473945409429
